관측일,지점번호,일평균풍속,일풍정,최대풍향,최대풍속,최대풍속시각,최대순간풍향,최대순간풍속,최대순간풍속시각,일평균기온,최고기온,최고기온시각,최저기온,최저기온시각,일평균이슬점온도,일평균지면온도,일최저초상온도,일평균상대습도,최저습도,최저습도시각,일평균수증기압,소형증발량,대형증발량,안개계속시간,일평균현지기압,일평균해면기압,최고해면기압,최고해면기압시각,최저해면기압,최저해면기압시각,일평균전운량,일조합,가조시간,캄벨일조,일사합,최대1시간일사,최대1시간일사시각,일강수량,9-9강수량,강수계속시간,1시간최다강수량,1시간최다강수량시각,10분최다강수량,10분최다강수량시각,최대강우강도,최대강우강도시각,최심신적설,최심신적설시각,최심적설,최심적설시각,0.5m지중온도,1.0m지중온도,1.5m지중온도,3.0m지중온도,5.0m지중온도
20200915,281,1.3,1165,11,3.6,1649,11,6.9,1702,21.2,27.5,1349,16.5,232,17.2,23.3,15.2,79.8,48.0,1352,19.6,-9.0,-9.0,-9.00,1002.8,1014.0,1015.7,735,1012.3,1515,6.5,7.7,12.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200915,283,1.3,1111,5,3.4,1322,2,6.7,1317,21.6,29.1,1248,17.1,348,17.8,22.7,16.5,81.4,44.0,1242,20.4,3.6,2.5,-9.00,1009.3,1014.0,1015.4,734,1012.6,1449,6.5,7.6,12.4,-9.0,14.52,2.60,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200915,284,0.8,692,14,3.1,1532,14,5.3,1530,20.6,26.7,1238,15.5,630,17.4,22.8,14.1,84.0,55.0,1306,19.9,-9.0,-9.0,-9.00,986.7,1012.6,1014.7,646,1010.7,1522,7.4,5.6,12.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200915,285,0.6,515,18,2.0,1656,16,3.8,1628,22.1,28.0,1533,17.7,641,18.5,27.3,18.3,82.3,53.0,1442,21.3,-9.0,-9.0,-9.00,1009.9,1013.5,1015.5,710,1011.8,1526,6.1,7.7,12.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200915,288,1.0,893,16,3.3,1614,14,5.8,1656,22.8,29.1,1442,17.8,520,17.0,28.3,17.1,72.3,39.0,1153,19.4,-9.0,-9.0,-9.00,1011.8,1013.1,1015.0,735,1011.5,1512,7.5,9.0,12.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200915,289,1.4,1192,7,3.9,2012,5,6.2,1838,21.6,27.5,1424,17.0,711,17.9,23.8,17.0,81.4,54.0,1455,20.5,-9.0,-9.0,-9.00,997.5,1013.4,1015.6,845,1011.4,1511,7.6,6.4,12.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200915,294,1.4,1193,14,2.9,1447,9,5.6,1216,22.7,27.0,1315,19.4,239,18.9,26.1,18.4,80.3,58.0,1334,21.9,-9.0,-9.0,-9.00,1008.5,1013.8,1015.1,1,1012.8,1702,7.0,7.4,12.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200915,295,0.9,806,20,3.1,1434,23,5.8,1440,22.7,26.9,1300,19.7,128,19.5,25.8,19.7,83.4,58.0,1335,22.8,-9.0,-9.0,-9.00,1007.8,1013.1,1014.5,854,1011.9,1613,7.0,7.8,12.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,90,0.9,737,14,2.2,1146,20,3.8,1842,20.7,24.4,1004,18.4,254,18.8,22.9,17.2,89.1,71.0,2315,21.7,-9.0,-9.0,-9.00,1006.8,1008.8,1011.7,1,1006.9,1837,7.1,1.9,12.4,-9.0,-9.00,-9.00,-9,0.5,-9.0,-9.00,0.5,1701,0.3,1751,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,93,0.3,237,34,1.6,1646,34,3.0,1640,20.3,23.9,1345,18.9,227,19.6,21.9,18.4,96.9,81.0,1510,22.9,1.6,1.1,-9.00,998.9,1009.9,1011.7,1,1008.0,1530,9.8,0.5,12.4,-9.0,6.07,1.73,1200,15.8,12.1,9.00,10.8,1619,6.7,1636,-9.0,-9,-9.0,-9,-9.0,-9,23.5,23.3,23.2,22.7,20.0,
20200916,95,0.5,458,23,2.1,1207,23,4.8,1151,20.1,23.7,1145,17.5,2330,19.6,21.6,15.6,97.8,79.0,1152,22.9,1.5,1.0,-9.00,991.8,1009.7,1011.4,1,1007.7,1655,7.8,1.7,12.4,-9.0,6.21,1.29,1100,3.7,3.7,-9.00,3.4,1401,2.1,1428,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,98,0.8,697,16,2.3,1311,20,4.5,1110,20.6,24.2,1250,19.3,100,19.7,22.3,17.6,94.8,78.0,1253,22.9,-9.0,-9.0,-9.00,996.5,1009.8,1011.5,1,1007.8,1703,8.0,0.3,12.4,-9.0,5.78,1.17,1100,3.7,-9.0,-9.00,2.6,1359,2.2,1400,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,99,0.7,639,20,2.4,1042,20,4.7,1108,21.1,25.0,1445,18.6,117,19.7,23.3,18.7,92.4,72.0,1451,22.9,-9.0,-9.0,-9.00,1006.2,1009.7,1011.5,1,1007.6,1736,7.5,1.0,12.4,-9.0,7.89,1.40,1500,0.7,-9.0,-9.00,0.5,1101,0.3,1137,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,100,1.9,1645,27,3.9,2355,27,6.8,2317,17.5,23.4,1244,14.0,15,15.8,18.7,13.8,90.9,63.0,1246,18.0,2.5,1.7,-9.00,923.5,1009.5,1013.7,1,1006.8,1242,8.1,4.8,12.4,-9.0,11.89,2.74,1200,1.8,-9.0,-9.00,1.8,1523,0.6,1551,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,101,0.7,574,29,3.1,1651,32,4.3,1644,20.9,24.3,1426,19.8,617,19.4,22.8,18.2,91.5,73.0,1428,22.5,1.7,1.2,-9.00,1001.1,1009.8,1011.7,1,1007.9,1531,-9.0,0.8,12.4,-9.0,6.37,1.81,1200,17.5,13.0,-9.00,11.7,1609,5.7,1651,-9.0,-9,-9.0,-9,-9.0,-9,24.5,24.6,24.2,21.5,17.5,
20200916,102,3.2,2804,29,6.5,815,20,10.0,702,20.4,22.6,1352,17.5,1104,19.4,21.7,17.5,95.1,81.0,2354,22.7,2.2,1.6,2.40,1003.0,1007.2,1008.6,56,1005.8,1544,8.9,1.5,12.4,-9.0,7.68,2.58,1300,104.8,-9.0,8.75,36.5,837,15.8,1107,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,104,1.0,866,29,2.9,1454,29,4.9,1449,20.8,26.2,1238,17.9,135,18.1,22.8,18.6,85.8,56.0,1104,20.8,2.6,1.9,-9.00,999.7,1008.4,1011.4,9,1006.7,1414,7.9,3.2,12.4,-9.0,10.77,2.19,1200,2.6,2.6,2.20,2.6,1538,1.9,1601,-9.0,-9,-9.0,-9,-9.0,-9,22.5,21.6,21.3,19.2,15.3,
20200916,105,1.3,1108,20,3.4,2358,32,5.5,1503,22.7,28.1,1219,19.2,211,18.4,23.2,18.2,78.0,57.0,1054,21.2,3.7,2.6,-9.00,1005.8,1008.9,1011.9,5,1007.2,1359,8.1,2.7,12.4,-9.0,12.36,2.31,1200,0.2,-9.0,-9.00,0.2,-9,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.0,22.8,22.6,20.2,17.0,
20200916,106,1.3,1125,16,6.3,1346,16,8.7,1342,20.0,24.2,1035,17.8,514,18.3,23.8,17.0,90.8,66.0,1016,21.0,-9.0,-9.0,-9.00,1004.5,1009.2,1012.1,7,1007.3,1419,7.5,4.6,12.4,-9.0,-9.00,-9.00,-9,10.0,-9.0,-9.00,6.7,1506,2.7,1532,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,108,1.9,1644,20,3.4,1451,18,6.1,1445,22.5,24.9,1248,21.3,2327,18.8,22.2,19.1,79.9,70.0,1355,21.7,2.0,1.4,-9.00,999.6,1009.4,1010.9,1,1007.6,1715,9.4,0.3,12.4,-9.0,6.21,1.25,1200,0.3,0.3,5.75,0.2,-9,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.9,24.2,24.3,21.9,17.9,
20200916,112,2.9,2487,18,4.6,1055,25,8.1,1407,21.9,25.3,1349,20.6,2327,18.5,22.5,17.6,81.6,61.0,1314,21.4,2.9,2.0,-9.00,1001.3,1009.2,1010.7,1,1007.4,1716,8.3,3.3,12.4,-9.0,9.39,1.83,1300,0.5,0.5,5.83,0.4,1430,0.4,1449,-9.0,-9,-9.0,-9,-9.0,-9,23.0,22.5,22.0,20.3,17.0,
20200916,114,0.8,670,23,2.2,1416,18,4.6,118,21.5,25.5,1204,20.1,2317,18.0,23.6,18.9,81.6,55.0,1158,20.6,2.1,1.5,-9.00,992.5,1009.7,1011.4,1,1008.1,1747,7.4,0.8,12.4,-9.0,8.22,2.04,1100,5.4,-9.0,-9.00,3.3,1402,1.3,1429,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,115,1.4,1219,23,3.3,2343,23,5.0,2340,20.3,23.4,1133,17.3,112,18.2,21.1,14.3,88.3,74.0,226,21.0,2.8,2.0,-9.00,985.1,1010.7,1014.0,1,1008.2,2358,8.5,2.2,12.4,-9.0,12.05,3.07,1100,0.7,0.7,3.75,0.6,1824,0.3,1853,-9.0,-9,-9.0,-9,-9.0,-9,21.7,22.0,21.7,17.2,15.8,
20200916,119,1.8,1571,20,5.2,1326,18,7.6,1352,21.8,25.4,1209,19.7,2343,20.0,22.9,15.7,89.9,70.0,1217,23.4,1.9,1.3,-9.00,1005.3,1009.8,1011.4,103,1008.3,1644,8.4,1.0,12.4,-9.0,8.09,1.44,1100,0.0,0.0,1.28,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,121,0.4,350,25,2.2,1406,25,4.2,1359,20.0,26.1,1121,18.1,451,18.1,22.2,19.9,90.1,57.0,1117,20.7,-9.0,-9.0,-9.00,982.6,1010.1,1012.4,1,1008.2,1338,7.6,2.5,12.4,-9.0,-9.00,-9.00,-9,6.6,-9.0,-9.00,2.0,1822,0.9,1459,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,127,0.9,778,7,2.5,649,18,4.8,1304,20.9,25.7,1127,19.6,1819,18.8,23.3,19.6,88.6,61.0,1134,21.6,-9.0,-9.0,-9.00,996.8,1010.0,1011.7,53,1008.5,1627,6.6,1.9,12.4,-9.0,-9.00,-9.00,-9,3.4,-9.0,-9.00,1.9,1714,0.6,1719,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,129,0.9,811,18,3.7,1132,18,5.0,1142,20.4,23.9,1022,19.3,219,19.0,22.9,18.6,92.1,74.0,1024,22.0,1.4,1.0,-9.00,1006.8,1009.7,1011.5,5,1008.0,1717,5.0,0.3,12.4,-9.0,5.75,1.17,1000,3.2,2.8,-9.00,2.5,1226,1.0,1236,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,130,1.7,1429,9,3.4,1206,20,5.9,2346,21.1,24.1,1146,18.4,609,18.8,23.9,18.4,87.4,77.0,1025,21.8,-9.0,-9.0,-9.00,1004.3,1010.0,1013.2,1,1008.1,1827,8.1,3.3,12.4,-9.0,-9.00,-9.00,-9,0.2,-9.0,-9.00,0.2,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,131,1.1,957,18,2.9,1122,16,4.9,1124,21.5,23.8,1053,20.7,1756,19.0,24.1,20.1,86.3,70.0,1100,22.0,1.7,1.2,-9.00,1003.2,1009.8,1011.6,4,1008.1,1524,9.5,0.5,12.4,-9.0,6.77,1.17,1000,2.0,2.0,7.77,1.9,1547,1.0,1632,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,133,0.7,622,11,3.3,1125,11,4.8,1117,21.6,23.7,1444,20.0,459,20.6,23.9,19.2,94.3,82.0,1,24.2,1.6,1.1,-9.00,1002.1,1010.1,1012.1,37,1008.2,1717,9.4,0.0,12.4,-9.0,6.14,0.98,1100,4.8,0.3,11.25,2.6,125,0.7,218,-9.0,-9,-9.0,-9,-9.0,-9,25.5,25.0,24.9,22.9,18.9,
20200916,135,1.2,1062,14,3.3,1015,14,5.3,1007,19.9,22.0,1341,18.2,449,17.7,23.4,18.2,87.5,75.0,1353,20.3,1.8,1.2,-9.00,981.6,1009.6,1011.9,11,1007.5,1754,8.0,0.0,12.4,-9.0,6.69,1.27,1300,1.6,-9.0,-9.00,0.7,1015,0.3,1931,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,136,0.8,661,23,1.9,1212,23,3.4,1207,20.7,25.1,1106,18.7,539,17.9,23.2,18.6,84.9,61.0,1103,20.5,1.9,1.3,-9.00,994.5,1010.8,1013.1,1,1008.5,1813,8.8,1.4,12.4,-9.0,8.03,2.15,1000,0.2,0.2,1.67,0.2,-9,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,137,0.5,433,14,1.6,1133,16,3.4,1127,20.6,22.6,940,19.3,605,19.6,24.0,18.7,94.3,82.0,1050,22.8,-9.0,-9.0,-9.00,999.2,1010.3,1012.4,17,1008.1,1804,8.8,0.1,12.4,-9.0,6.88,1.18,1000,1.2,-9.0,-9.00,0.7,1104,0.3,1129,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,138,1.1,908,25,2.8,1037,23,3.7,1029,22.3,23.2,1327,20.9,646,19.8,23.0,18.7,86.4,79.0,1038,23.1,1.4,1.0,-9.00,1010.0,1010.5,1013.4,1,1008.5,1830,7.8,0.1,12.4,-9.0,4.17,0.71,1000,0.7,0.4,5.50,0.3,546,0.3,1542,-9.0,-9,-9.0,-9,-9.0,-9,23.5,23.2,22.8,20.2,17.2,
20200916,140,0.7,613,9,2.6,754,11,4.0,735,21.3,23.9,1351,19.5,149,20.1,23.1,20.1,93.4,77.0,1243,23.6,-9.0,-9.0,-9.00,1007.0,1009.7,1011.6,1,1007.6,1711,6.0,0.1,12.4,-9.0,-9.00,-9.00,-9,3.3,-9.0,-9.00,0.8,1747,0.4,1805,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,143,1.4,1218,14,3.3,459,14,4.1,1310,21.7,23.7,1624,19.8,623,19.1,23.3,19.0,85.8,70.0,1322,22.1,1.8,1.3,-9.00,1004.1,1010.4,1012.7,1,1008.0,1816,9.0,0.1,12.4,-9.0,7.27,1.65,1200,1.3,-9.0,4.00,0.9,851,0.5,902,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,146,1.1,981,18,2.4,1259,5,4.6,1124,22.2,25.5,1424,20.1,634,19.7,24.2,19.2,86.3,68.0,1157,22.9,1.9,1.3,-9.00,1002.4,1009.5,1011.6,18,1007.4,1646,9.4,0.4,12.4,-9.0,6.61,1.79,1100,2.3,0.2,11.20,0.6,151,0.3,237,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,152,1.2,1014,29,2.6,709,11,4.6,1333,21.5,24.1,1305,19.8,646,20.6,22.2,19.4,95.1,82.0,1251,24.3,-9.0,-9.0,-9.00,1000.7,1010.3,1013.1,1,1008.1,1838,8.5,0.0,12.4,-9.0,-9.00,-9.00,-9,4.8,-9.0,4.07,3.3,656,0.9,706,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,155,0.7,583,5,2.3,1003,20,3.7,1829,21.5,22.9,1549,20.5,1134,19.0,23.3,20.0,86.0,75.0,943,22.0,1.3,0.9,-9.00,1005.9,1010.2,1012.7,3,1008.2,1813,9.8,0.0,12.4,-9.0,4.67,0.95,1200,0.4,-9.0,4.28,0.4,1044,0.3,1116,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,156,1.1,991,18,4.0,1238,18,6.5,1230,22.1,24.7,1612,20.0,620,21.4,23.7,20.4,96.4,85.0,1133,25.6,2.0,1.4,-9.00,1001.4,1009.7,1011.9,1,1007.7,1657,8.8,0.8,12.4,-9.0,8.60,1.74,1100,2.8,-9.0,5.12,1.8,233,0.6,318,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,159,2.0,1740,11,4.6,1131,11,7.9,1129,22.6,24.1,1459,21.5,539,20.0,25.6,19.6,85.9,77.0,940,23.4,1.7,1.2,-9.00,1001.7,1009.7,1012.1,27,1008.0,1832,9.9,0.1,12.4,-9.0,5.83,1.01,1400,1.2,1.2,2.98,0.7,1010,0.5,1032,-9.0,-9,-9.0,-9,-9.0,-9,25.8,25.5,24.9,21.4,20.2,
20200916,162,1.9,1679,16,3.6,1533,18,4.6,1525,22.3,23.6,1452,21.7,8,22.2,24.0,20.8,100.0,100.0,1,26.8,-9.0,-9.0,-9.00,1006.6,1010.3,1012.6,1,1008.8,1739,6.6,0.0,12.4,-9.0,-9.00,-9.00,-9,0.6,-9.0,-9.00,0.5,2059,0.3,2136,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,165,2.0,1713,14,5.2,1056,14,7.7,1050,23.0,25.5,1420,21.2,710,20.8,25.0,20.3,88.0,72.0,1444,24.6,2.3,1.6,-9.00,1004.4,1009.5,1011.5,1,1007.8,1533,8.4,1.5,12.4,-9.0,9.37,1.87,1000,2.7,0.5,7.33,1.4,659,0.4,151,-9.0,-9,-9.0,-9,-9.0,-9,23.9,23.4,23.0,20.9,18.2,
20200916,168,2.2,1937,5,6.9,455,7,9.2,509,22.3,23.2,1,21.3,757,21.2,24.0,20.4,94.1,81.0,50,25.1,0.9,0.6,-9.00,1002.4,1009.8,1012.1,1,1008.2,1721,9.5,0.0,12.4,-9.0,3.04,0.54,1100,6.1,1.9,8.98,4.4,736,1.5,823,-9.0,-9,-9.0,-9,-9.0,-9,25.3,24.9,24.4,22.0,18.7,
20200916,169,3.6,3120,14,7.2,710,16,9.3,51,22.2,25.5,1530,20.3,353,21.8,23.8,19.5,97.8,85.0,1538,26.1,1.3,0.9,7.68,1000.2,1009.0,1010.7,1,1007.3,1612,7.9,3.0,12.4,-9.0,5.37,1.15,1500,16.1,-9.0,10.80,4.9,231,1.9,248,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,170,1.7,1503,14,4.0,507,16,6.3,505,22.8,24.9,1149,21.2,522,21.3,24.9,21.1,91.8,79.0,1223,25.4,-9.0,-9.0,-9.00,1005.4,1009.5,1011.6,1,1007.6,1654,8.0,0.6,12.4,-9.0,-9.00,-9.00,-9,8.0,-9.0,-9.00,5.8,208,3.4,257,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,172,2.1,1804,14,4.5,841,14,6.4,833,22.4,25.4,1430,20.0,653,20.4,22.6,19.6,89.3,78.0,1431,24.0,1.6,1.1,-9.00,1003.7,1009.7,1011.8,13,1007.7,1708,5.4,0.7,12.4,-9.0,5.44,1.22,1100,3.5,-9.0,-9.00,1.4,244,0.7,646,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,174,0.5,391,9,2.8,1008,9,4.6,1107,20.6,21.9,1605,19.4,611,20.1,21.5,18.7,97.3,91.0,1251,23.5,-9.0,-9.0,-9.00,990.5,1009.4,1011.6,1,1007.6,1655,7.0,0.0,12.4,-9.0,-9.00,-9.00,-9,1.5,-9.0,-9.00,1.1,329,0.5,407,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,177,0.7,575,18,4.0,1103,20,6.7,1100,20.3,23.7,1002,19.1,2327,19.3,22.6,17.3,94.5,74.0,1007,22.4,1.3,0.9,0.75,1006.6,1009.8,1011.5,1,1008.2,1719,10.0,0.7,12.4,-9.0,5.44,1.07,1000,3.6,3.6,8.42,2.2,1112,0.7,1134,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,184,1.7,1453,5,3.5,1054,5,6.1,1051,23.5,28.3,1314,21.5,935,21.7,25.5,20.5,90.3,69.0,1312,26.0,3.0,2.1,-9.00,1007.3,1009.7,1011.2,153,1007.6,1636,9.1,2.5,12.4,-9.0,12.13,2.55,1200,6.1,7.3,6.32,4.9,833,1.5,921,-9.0,-9,-9.0,-9,-9.0,-9,26.0,25.7,25.3,23.6,20.7,
20200916,185,5.5,4722,34,10.4,1530,34,11.3,1525,22.5,26.4,1534,20.1,611,22.2,24.6,20.0,98.4,89.0,1538,26.8,2.3,1.6,-9.00,1001.3,1009.5,1011.2,2327,1007.4,1615,9.0,4.1,12.4,-9.0,10.44,2.75,1300,13.5,-9.0,-9.00,4.6,707,1.5,735,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,188,1.6,1417,23,4.1,1535,23,6.7,1612,22.5,27.3,1538,20.2,413,20.9,24.0,18.8,90.9,77.0,1546,24.8,-9.0,-9.0,-9.00,1007.5,1009.9,1011.4,1,1007.4,1655,8.8,2.1,12.4,-9.0,-9.00,-9.00,-9,17.4,-9.0,-9.00,5.3,919,2.4,134,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,189,1.4,1192,23,4.3,1458,27,8.5,1501,22.1,25.8,1414,19.7,523,21.7,24.1,19.6,98.0,84.0,312,26.1,-9.0,-9.0,-9.00,1003.8,1009.8,1011.4,59,1007.6,1410,9.4,2.6,12.4,-9.0,-9.00,-9.00,-9,25.7,11.6,10.67,9.4,826,2.9,859,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,192,0.4,381,29,1.5,1053,9,2.6,1005,21.4,23.3,1618,19.8,616,19.9,23.8,20.7,91.6,83.0,1417,23.2,1.3,0.9,-9.00,1006.9,1010.4,1012.9,1,1008.4,1755,8.6,0.1,12.4,-9.0,5.86,1.13,1300,1.8,0.2,-9.00,1.5,417,0.5,453,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,201,1.2,1010,27,3.0,1502,25,4.9,1337,21.1,24.1,1415,18.9,457,19.5,22.4,17.7,91.4,73.0,1416,22.7,-9.0,-9.0,-9.00,1004.4,1009.9,1011.5,45,1008.2,1655,6.3,0.5,12.4,-9.0,-9.00,-9.00,-9,0.2,-9.0,-9.00,0.1,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,202,1.0,845,16,3.4,1442,16,5.7,1441,20.8,23.9,1247,19.5,523,19.5,23.0,19.7,92.5,77.0,1157,22.6,-9.0,-9.0,-9.00,1005.0,1010.5,1012.3,6,1009.0,1412,7.8,0.1,12.4,-9.0,-9.00,-9.00,-9,7.9,-9.0,-9.00,6.7,443,2.9,519,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,203,0.9,753,23,4.3,1350,23,7.1,1342,20.9,24.8,1150,19.7,1921,19.9,22.8,19.3,95.1,69.0,1153,23.3,-9.0,-9.0,-9.00,1001.1,1010.3,1012.0,1,1008.8,1737,7.1,0.0,12.4,-9.0,-9.00,-9.00,-9,1.8,-9.0,-9.00,0.9,1325,0.6,1325,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,211,0.4,306,29,1.9,1723,36,5.4,1722,19.8,24.3,1427,18.1,321,18.4,21.9,17.9,92.3,70.0,1432,21.2,-9.0,-9.0,-9.00,986.9,1010.1,1012.4,6,1007.6,1705,9.3,0.5,12.4,-9.0,-9.00,-9.00,-9,9.8,-9.0,-9.00,8.4,1701,6.8,1719,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,212,0.7,643,20,2.5,1551,23,4.9,1542,20.8,23.9,1312,19.0,530,18.4,22.3,18.6,86.4,73.0,1316,21.2,-9.0,-9.0,-9.00,993.9,1010.0,1012.1,1,1008.1,1432,8.9,0.1,12.4,-9.0,-9.00,-9.00,-9,0.0,-9.0,-9.00,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,216,1.3,1157,18,4.2,1229,18,7.0,1242,18.2,23.5,1213,15.1,25,15.6,21.1,14.6,87.1,51.0,1215,17.8,-9.0,-9.0,-9.00,929.6,1009.2,1013.2,12,1006.8,1210,7.9,2.7,12.4,-9.0,-9.00,-9.00,-9,1.5,-9.0,-9.00,0.6,1905,0.4,422,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,217,0.8,718,20,2.3,1147,20,3.9,1251,19.5,26.4,1245,17.3,537,17.6,21.7,18.2,90.8,52.0,1310,20.2,-9.0,-9.0,-9.00,975.1,1010.2,1013.2,1,1007.5,1404,8.0,3.2,12.4,-9.0,-9.00,-9.00,-9,12.5,-9.0,-9.00,8.5,1407,5.0,1423,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200916,221,0.5,392,23,2.7,1331,23,4.6,1323,19.7,24.0,1121,18.5,456,18.2,21.8,18.5,92.0,62.0,1122,20.9,-9.0,-9.0,-9.00,980.1,1010.3,1012.6,1,1008.8,1737,8.3,0.5,12.4,-9.0,-9.00,-9.00,-9,10.0,-9.0,-9.00,3.4,1427,1.3,1444,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
