일련번호,접수일자,관할기관,로드킬_위도,로드킬_경도,가까운_관측소_번호,가까운_관측소_이름,거리_km,관측소_운영여부,평균기온,강수량
829,2020-09-21,부산 부산진구,35.15019981,129.05918,159,부산,5.63,True,2.4,4.9
830,2020-09-21,경기 이천시,37.19689644,127.3841982,203,이천,11.58,True,0.6,2.0
831,2020-09-21,경기 광주시,37.34695836,127.2089054,119,수원,21.45,True,0.9,2.8
832,2020-09-21,경기 화성시,37.09617701,126.8616128,119,수원,22.44,True,0.9,2.8
833,2020-09-21,경기 화성시,37.09709358,126.8620016,119,수원,22.34,True,0.9,2.8
834,2020-09-21,충남 당진시,37.03373461,126.5476172,129,서산(농),29.28,True,0.9,2.1
835,2020-09-21,경기 화성시,37.19449817,126.8481392,119,수원,14.91,True,0.9,2.8
836,2020-09-21,서울 성동구,37.55745734,127.0341386,108,서울,6.22,True,1.7,2.9
837,2020-09-21,경기 고양시 덕양구,37.62305702,126.8445997,108,서울,12.12,True,1.7,2.9
838,2020-09-22,인천 부평구,37.48132202,126.7161162,112,인천,8.06,True,2.5,4.5
839,2020-09-22,경기 용인시 수지구,37.32904168,127.0885009,119,수원,11.1,True,2.0,4.0
840,2020-09-22,울산 남구,35.52657622,129.2783156,152,울산,8.03,True,2.8,4.7
841,2020-09-22,전남 담양군,35.31342116,126.9884536,254,순창군,14.25,True,1.4,3.9
842,2020-09-22,강원 영월군,37.1976417,128.6169127,121,영월,14.25,True,1.5,4.6
843,2020-09-22,경기 용인시 처인구,37.24333179,127.194132,119,수원,18.76,True,2.0,4.0
844,2020-09-22,경기 화성시,37.2225508,126.8754413,119,수원,11.19,True,2.0,4.0
845,2020-09-22,충남 태안군,36.74545967,126.2976215,129,서산(농),17.94,True,1.7,3.5
846,2020-09-22,강원 횡성군,37.48925759,127.8033713,114,원주,21.09,True,1.0,2.6
847,2020-09-22,강원 횡성군,37.48706346,127.8058434,114,원주,20.76,True,1.0,2.6
848,2020-09-22,경기 양주시,37.84561556,126.9772748,98,동두천,9.63,True,1.0,2.4
849,2020-09-22,인천 부평구,37.48948752,126.7065058,112,인천,7.32,True,2.5,4.5
850,2020-09-22,충남 보령시,36.49421693,126.5682409,235,보령,18.6,True,1.3,3.1
851,2020-09-22,경북 문경시,36.73613244,128.1246401,273,문경,12.29,True,1.5,4.7
852,2020-09-22,경기 용인시 처인구,37.24924825,127.2223513,119,수원,21.13,True,2.0,4.0
853,2020-09-22,경기 용인시 처인구,37.24908168,127.226962,119,수원,21.54,True,2.0,4.0
854,2020-09-22,경기 용인시 처인구,37.25355355,127.2370442,203,이천,21.9,True,0.7,2.2
855,2020-09-22,울산 남구,35.54474158,129.3226165,152,울산,4.33,True,2.8,4.7
856,2020-09-22,경기 남양주시,37.72432874,127.1917017,98,동두천,22.85,True,1.0,2.4
857,2020-09-22,경기 이천시,37.23364224,127.398668,203,이천,8.29,True,0.7,2.2
858,2020-09-22,경기 화성시,37.10184397,126.9167462,119,수원,19.9,True,2.0,4.0
859,2020-09-22,경기 광명시,37.45818882,126.8768234,108,서울,14.83,True,2.8,4.6
860,2020-09-22,경북 경산시,35.81656111,128.8272108,143,대구,20.26,True,2.1,6.7
861,2020-09-22,세종특별자치시 세종시,36.47450974,127.2876722,239,세종,4.05,True,1.6,3.4
862,2020-09-22,부산 서구,35.09806638,129.0230737,159,부산,1.1,True,3.7,6.2
863,2020-09-22,경기 시흥시,37.43574542,126.7825555,112,인천,14.68,True,2.5,4.5
864,2020-09-23,경기 의정부시,37.73046408,127.0382443,108,서울,18.8,True,3.3,5.3
865,2020-09-23,충남 부여군,36.21814636,126.9871524,236,부여,8.47,True,1.9,4.3
866,2020-09-23,경기 안산시 단원구,37.30448429,126.8196389,119,수원,15.09,True,2.2,4.4
867,2020-09-23,경남 진주시,35.13140664,128.0976315,192,진주,6.36,True,1.1,2.7
868,2020-09-23,전남 나주시,35.01084263,126.7928687,156,광주,20.13,True,1.9,3.4
869,2020-09-23,충남 아산시,36.81540804,127.0061343,232,천안,26.19,True,1.9,4.6
870,2020-09-23,경남 김해시,35.30995439,128.8249474,253,김해시,10.73,True,1.4,2.5
871,2020-09-23,경기 광명시,37.44832924,126.8948775,108,서울,15.05,True,3.3,5.3
872,2020-09-23,서울 관악구,37.47446597,126.9520656,108,서울,10.85,True,3.3,5.3
873,2020-09-23,서울 강서구,37.55820346,126.8239369,108,서울,12.59,True,3.3,5.3
874,2020-09-23,충남 예산군,36.70422393,126.8303488,177,홍성,13.74,True,1.7,4.6
875,2020-09-23,충북 음성군,36.99131142,127.4495588,232,천안,29.03,True,1.9,4.6
876,2020-09-23,충남 아산시,36.75835765,126.9085065,177,홍성,22.65,True,1.7,4.6
877,2020-09-23,경기 용인시 기흥구,37.23235936,127.1089183,119,수원,11.81,True,2.2,4.4
878,2020-09-23,경기 이천시,37.24944587,127.3979454,203,이천,7.8,True,1.2,3.1
879,2020-09-23,강원 양양군,38.08620088,128.6341337,90,속초,19.29,True,2.2,3.5
880,2020-09-23,제주특별자치도 제주시,33.48415576,126.4784346,184,제주,5.8,True,2.8,4.6
881,2020-09-23,충북 괴산군,36.86116578,127.7390069,127,충주,22.54,True,2.3,4.3
882,2020-09-23,강원 홍천군,37.70068432,128.2247686,212,홍천,30.36,True,1.2,4.1
883,2020-09-23,경기 연천군,37.97887867,127.0670121,98,동두천,8.58,True,1.6,3.6
884,2020-09-23,경기 의왕시,37.36050788,126.9665952,119,수원,9.95,True,2.2,4.4
885,2020-09-23,울산 남구,35.55046199,129.2628164,152,울산,7.41,True,3.3,4.5
886,2020-09-23,경기 동두천시,37.89455544,127.0552379,98,동두천,0.95,True,1.6,3.6
887,2020-09-23,경기 안양시 동안구,37.37081194,126.9532907,119,수원,11.31,True,2.2,4.4
888,2020-09-23,서울 종로구,37.57617628,126.9792823,108,서울,1.3,True,3.3,5.3
889,2020-09-23,인천 부평구,37.47782299,126.7466133,112,인천,10.74,True,4.2,5.6
890,2020-09-23,경기 화성시,37.19110968,126.8475838,119,수원,15.17,True,2.2,4.4
891,2020-09-23,서울 서초구,37.49454794,127.0120592,108,서울,9.47,True,3.3,5.3
892,2020-09-23,경기 오산시,37.19089089,127.0379819,119,수원,10.18,True,2.2,4.4
893,2020-09-23,충북 청주시 청원구,36.71362239,127.4303463,131,청주,8.33,True,2.4,4.8
894,2020-09-24,대전 중구,36.32477972,127.3978879,133,대전,5.74,True,2.1,6.1
895,2020-09-24,대전 중구,36.32527969,127.3998044,133,대전,5.76,True,2.1,6.1
896,2020-09-24,충북 보은군,36.39713824,127.735798,226,보은,10.06,True,0.8,3.4
897,2020-09-24,울산 남구,35.52507723,129.3220893,152,울산,6.48,True,3.2,4.9
898,2020-09-24,충남 당진시,36.84142793,126.7379096,177,홍성,20.92,True,2.0,3.7
900,2020-09-24,충남 당진시,36.85059197,126.6519176,129,서산(농),16.31,True,2.4,3.9
901,2020-09-24,충남 당진시,36.84009222,126.5931736,129,서산(농),11.38,True,2.4,3.9
903,2020-09-24,전북 고창군,35.45878459,126.5088289,172,고창,14.76,True,1.6,5.0
904,2020-09-24,전북 고창군,35.45609045,126.5079123,172,고창,14.56,True,1.6,5.0
905,2020-09-24,전북 부안군,35.58749434,126.6795593,245,정읍,14.67,True,1.7,4.2
906,2020-09-24,전북 부안군,35.58749434,126.6795593,245,정읍,14.67,True,1.7,4.2
907,2020-09-24,서울 영등포구,37.52956996,126.9294274,108,서울,5.65,True,3.7,5.7
908,2020-09-24,경기 양주시,37.87614078,127.0412676,98,동두천,3.33,True,1.4,2.9
909,2020-09-24,경기 용인시 처인구,37.1730623,127.1807464,119,수원,20.52,True,2.5,5.1
910,2020-09-24,충남 태안군,36.52895893,126.3471502,235,보령,29.28,True,1.7,3.5
911,2020-09-24,충남 천안시 서북구,36.83910202,127.1405652,232,천안,16.01,True,2.5,4.6
912,2020-09-24,경기 김포시,37.64935622,126.6689494,112,인천,19.48,True,4.2,6.8
913,2020-09-24,경기 구리시,37.58640031,127.1473212,108,서울,16.08,True,3.7,5.7
914,2020-09-24,대구 수성구,35.83975041,128.7003054,143,대구,8.9,True,2.0,5.1
915,2020-09-24,충북 제천시,37.17777522,128.2100913,221,제천,2.49,True,2.0,4.7
916,2020-09-24,경기 시흥시,37.37036497,126.808777,119,수원,19.04,True,2.5,5.1
917,2020-09-24,서울 영등포구,37.53881821,126.8947916,108,서울,7.23,True,3.7,5.7
918,2020-09-24,인천 미추홀구,37.46287875,126.6559559,112,인천,3.2,True,4.2,6.8
919,2020-09-24,서울 강남구,37.48560594,127.0869411,108,서울,14.32,True,3.7,5.7
920,2020-09-24,경기 화성시,37.11489905,126.9784343,119,수원,17.51,True,2.5,5.1
921,2020-09-24,인천 부평구,37.47776744,126.7465856,112,인천,10.74,True,4.2,6.8
922,2020-09-25,전북 김제시,35.87910352,126.9782733,146,전주,13.22,True,1.4,3.6
923,2020-09-25,서울 동작구,37.51459974,126.9392602,108,서울,6.74,True,2.5,4.9
924,2020-09-25,강원 원주시,37.24909772,128.0932671,221,제천,13.41,True,1.0,3.7
925,2020-09-25,강원 원주시,37.24868129,128.1032383,221,제천,12.8,True,1.0,3.7
926,2020-09-25,인천 연수구,37.40771899,126.6665953,112,인천,8.61,True,3.3,5.8
927,2020-09-25,충북 진천군,36.92098619,127.4273685,232,천안,21.32,True,1.6,4.8
928,2020-09-25,경기 김포시,37.70995905,126.6199525,201,강화,15.28,True,2.8,4.6
929,2020-09-25,경기 광주시,37.38467794,127.3159495,202,양평,19.55,True,1.8,4.7
930,2020-09-25,서울 강서구,37.5533153,126.8313252,108,서울,12.02,True,2.5,4.9
931,2020-09-25,인천 부평구,37.50118093,126.7285589,112,인천,9.51,True,3.3,5.8
932,2020-09-25,경북 영천시,35.89888632,128.9153391,281,영천,9.31,True,1.1,4.4
933,2020-09-25,서울 노원구,37.6707494,127.0523002,108,서울,13.42,True,2.5,4.9
934,2020-09-25,경기 성남시 중원구,37.45886074,127.1718502,108,서울,22.07,True,2.5,4.9
935,2020-09-25,세종특별자치시 세종시,36.49611756,127.2488697,239,세종,1.28,True,1.6,3.8
936,2020-09-25,서울 관악구,37.48029784,126.9102084,108,서울,11.25,True,2.5,4.9
937,2020-09-25,경북 상주시,36.26024437,128.0847408,135,추풍령,9.22,True,1.8,5.3
938,2020-09-25,부산 해운대구,35.19411236,129.1154513,159,부산,12.51,True,3.7,6.7
939,2020-09-25,서울 광진구,37.53310016,127.0873563,108,서울,11.53,True,2.5,4.9
940,2020-09-25,부산 금정구,35.25771573,129.1024507,257,양산시,9.29,True,3.1,6.0
941,2020-09-25,충남 아산시,36.74211256,127.0746575,232,천안,19.56,True,1.6,4.8
942,2020-09-25,충남 태안군,36.40061466,126.4260348,235,보령,14.32,True,2.3,3.8
943,2020-09-25,서울 중랑구,37.57462286,127.0861886,108,서울,10.62,True,2.5,4.9
944,2020-09-25,광주 광산구,35.14524363,126.8091693,156,광주,8.1,True,1.4,3.5
945,2020-09-25,부산 사하구,35.10948093,128.9817161,159,부산,4.6,True,3.7,6.7
946,2020-09-25,경기 여주시,37.3448841,127.6893588,203,이천,20.25,True,1.3,3.4
947,2020-09-25,경기 여주시,37.34246772,127.6889978,203,이천,20.11,True,1.3,3.4
948,2020-09-25,경기 여주시,37.34130118,127.6883313,203,이천,20.0,True,1.3,3.4
949,2020-09-25,경기 광주시,37.28766199,127.3178132,203,이천,14.96,True,1.3,3.4
950,2020-09-25,경기 광주시,37.35665386,127.3317543,203,이천,16.97,True,1.3,3.4
951,2020-09-25,서울 동작구,37.50187933,126.954148,108,서울,7.8,True,2.5,4.9
952,2020-09-25,경기 광주시,37.27252447,127.2923161,203,이천,17.01,True,1.3,3.4
953,2020-09-25,충북 충주시,37.00523504,127.9182633,127,충주,4.92,True,1.3,4.5
954,2020-09-25,충북 충주시,37.00523504,127.9182633,127,충주,4.92,True,1.3,4.5
955,2020-09-25,충북 충주시,37.00526281,127.9182633,127,충주,4.92,True,1.3,4.5
956,2020-09-25,충북 보은군,36.41294345,127.8210117,226,보은,11.37,True,0.7,3.2
957,2020-09-25,울산 울주군,35.44702808,129.1742165,257,양산시,20.89,True,3.1,6.0
958,2020-09-25,울산 울주군,35.4489723,129.1743831,152,울산,20.75,True,3.3,5.1
959,2020-09-25,경기 부천시,37.47379635,126.782971,112,인천,13.96,True,3.3,5.8
960,2020-09-25,경기 부천시,37.4759072,126.7828876,112,인천,13.94,True,3.3,5.8
961,2020-09-25,경기 부천시,37.47651824,126.783082,112,인천,13.96,True,3.3,5.8
962,2020-09-25,경기 시흥시,37.42569131,126.794999,112,인천,16.09,True,3.3,5.8
963,2020-09-26,경기 김포시,37.69870931,126.5570701,201,강화,9.79,True,2.8,4.4
964,2020-09-26,경남 창원시 성산구,35.16766149,128.6008612,155,창원,2.57,True,1.0,3.2
965,2020-09-26,경기 김포시,37.65471606,126.6343416,201,강화,17.55,True,2.8,4.4
966,2020-09-26,경기 파주시,37.80547954,126.8646203,99,파주,12.42,True,2.1,4.5
967,2020-09-26,경기 김포시,37.62180557,126.7551362,108,서울,19.39,True,2.4,6.2
968,2020-09-26,경기 파주시,37.79214665,126.799016,99,파주,10.81,True,2.1,4.5
969,2020-09-26,경기 파주시,37.90505151,126.9095019,99,파주,12.73,True,2.1,4.5
970,2020-09-26,경기 안산시 단원구,37.30995595,126.8254715,119,수원,14.75,True,2.1,3.9
971,2020-09-26,서울 광진구,37.55262578,127.099549,108,서울,11.97,True,2.4,6.2
972,2020-09-26,강원 평창군,37.57661982,128.4208923,100,대관령,28.48,True,3.3,5.2
973,2020-09-26,경기 광주시,37.3641221,127.1631593,119,수원,18.75,True,2.1,3.9
974,2020-09-26,인천 미추홀구,37.45729574,126.6358747,112,인천,2.47,True,3.5,6.4
975,2020-09-26,경기 시흥시,37.33503445,126.7253416,112,인천,18.18,True,3.5,6.4
976,2020-09-26,경기 포천시,37.89503013,127.19253,98,동두천,11.59,True,1.4,3.7
977,2020-09-26,경기 용인시 처인구,37.35134711,127.2308476,119,수원,23.43,True,2.1,3.9
978,2020-09-26,대구 북구,35.93565394,128.6075337,143,대구,5.7,True,1.5,4.0
979,2020-09-26,경기 하남시,37.55793267,127.2081494,108,서울,21.41,True,2.4,6.2
980,2020-09-26,경기 화성시,37.06198471,126.7484025,119,수원,31.43,True,2.1,3.9
981,2020-09-26,경기 광주시,37.37490321,127.4174677,203,이천,13.67,True,1.2,3.6
982,2020-09-26,서울 금천구,37.46157753,126.8899332,108,서울,13.92,True,2.4,6.2
983,2020-09-26,서울 송파구,37.51268608,127.0928008,108,서울,12.96,True,2.4,6.2
984,2020-09-27,전남 순천시,34.9094228,127.5286908,266,광양시,15.31,True,2.7,4.5
985,2020-09-27,경기 고양시 덕양구,37.62447273,126.8008261,108,서울,15.69,True,2.0,3.9
986,2020-09-27,서울 노원구,37.62928234,127.0575787,108,서울,10.33,True,2.0,3.9
987,2020-09-27,강원 영월군,37.27731994,128.2738044,221,제천,14.89,True,0.8,2.9
988,2020-09-27,강원 영월군,37.27665334,128.2731378,221,제천,14.8,True,0.8,2.9
989,2020-09-27,,37.5826961,126.5795156,112,인천,12.34,True,2.9,5.6
990,2020-09-27,,37.5876121,126.5757103,112,인천,12.97,True,2.9,5.6
991,2020-09-27,경기 평택시,37.00866206,126.9858532,119,수원,29.32,True,1.3,2.9
992,2020-09-27,경기 시흥시,37.35317111,126.724369,112,인천,16.4,True,2.9,5.6
993,2020-09-27,강원 횡성군,37.42087805,127.8591735,114,원주,12.07,True,0.6,2.0
994,2020-09-27,경기 평택시,37.11276188,127.059732,119,수원,18.93,True,1.3,2.9
995,2020-09-27,경기 김포시,37.64004953,126.5413789,201,강화,11.23,True,1.8,3.5
996,2020-09-27,경기 용인시 처인구,37.10859768,127.1690271,119,수원,24.42,True,1.3,2.9
997,2020-09-27,인천 서구,37.51084553,126.6788135,112,인천,6.02,True,2.9,5.6
998,2020-09-27,충남 당진시,36.87017472,126.7535462,177,홍성,24.35,True,1.5,3.2
999,2020-09-27,충남 당진시,36.96816006,126.5951977,129,서산(농),23.36,True,1.6,3.4
1001,2020-09-27,경기 용인시 기흥구,37.22472157,127.1186398,119,수원,12.93,True,1.3,2.9
1002,2020-09-27,인천 연수구,37.40444093,126.6277103,112,인천,8.15,True,2.9,5.6
1003,2020-09-27,경북 의성군,36.4853055,128.3410711,137,상주,18.52,True,0.6,1.7
1004,2020-09-27,경기 포천시,38.01493313,127.2471323,95,철원,15.61,True,0.8,2.7
1005,2020-09-27,경기 평택시,37.021663,127.1259504,119,수원,30.53,True,1.3,2.9
1006,2020-09-27,부산 해운대구,35.16550509,129.1410053,159,부산,12.0,True,3.2,5.6
1007,2020-09-27,인천 미추홀구,37.45421323,126.6609557,112,인천,4.12,True,2.9,5.6
1008,2020-09-27,경기 이천시,37.26533399,127.4612999,203,이천,2.03,True,0.6,2.1
1009,2020-09-27,강원 홍천군,37.67817705,127.6966539,212,홍천,16.18,True,0.8,2.6
1010,2020-09-27,충남 청양군,36.43853202,126.7305322,235,보령,19.84,True,1.4,3.1
1011,2020-09-27,강원 춘천시,37.84038015,127.7309791,101,춘천,6.93,True,0.9,3.0
1012,2020-09-27,경기 김포시,37.68076723,126.5668752,201,강화,11.01,True,1.8,3.5
1013,2020-09-27,충북 청주시 서원구,36.52522869,127.4451834,131,청주,12.68,True,1.3,3.3
1014,2020-09-27,전북 김제시,35.77100367,126.8821186,243,부안,15.63,True,1.2,3.4
1015,2020-09-27,충남 홍성군,36.62264856,126.7228058,177,홍성,4.99,True,1.5,3.2
1016,2020-09-27,경기 남양주시,37.64655963,127.1464862,108,서울,17.98,True,2.0,3.9
1017,2020-09-28,울산 울주군,35.56068267,129.2452344,152,울산,8.44,True,1.8,4.0
1018,2020-09-28,경기 수원시 권선구,37.23757931,127.0178992,119,수원,4.82,True,1.1,3.4
1019,2020-09-28,경기 고양시 일산서구,37.687659,126.7755213,108,서울,21.16,True,2.0,3.6
1020,2020-09-28,전북 진안군,35.6861045,127.3051639,244,임실,8.43,True,0.5,2.0
1021,2020-09-28,경남 창원시 의창구,35.35305742,128.6637113,255,북창원,14.08,True,1.7,3.3
1022,2020-09-28,경기 오산시,37.16456101,127.0524257,119,수원,13.37,True,1.1,3.4
1023,2020-09-28,경기 안성시,37.0735184,127.1576958,119,수원,26.87,True,1.1,3.4
1024,2020-09-28,경기 이천시,37.16293068,127.5127423,203,이천,11.52,True,0.6,2.1
1025,2020-09-28,경기 이천시,37.18484474,127.5154359,203,이천,9.23,True,0.6,2.1
1026,2020-09-28,경기 남양주시,37.65505805,127.1170999,108,서울,16.25,True,2.0,3.6
1027,2020-09-28,전남 영광군,35.4139553,126.4314485,252,영광군,15.08,True,0.8,3.5
1028,2020-09-28,경기 용인시 처인구,37.12412352,127.1656659,119,수원,22.95,True,1.1,3.4
1029,2020-09-28,경기 용인시 처인구,37.13895509,127.1680263,119,수원,21.95,True,1.1,3.4
1030,2020-09-28,충남 당진시,36.79582252,126.7486875,177,홍성,16.3,True,0.7,3.9
1033,2020-09-28,경기 구리시,37.60495337,127.1344608,108,서울,15.32,True,2.0,3.6
1034,2020-09-28,인천 중구,37.39804916,126.4201474,112,인천,20.13,True,2.0,4.8
1035,2020-09-28,경기 성남시 분당구,37.3770919,127.1161357,119,수원,16.42,True,1.1,3.4
1036,2020-09-28,대전 중구,36.33836171,127.4142471,133,대전,5.31,True,1.1,3.1
1037,2020-09-28,대전 중구,36.33836171,127.4142471,133,대전,5.31,True,1.1,3.1
1038,2020-09-28,경기 안성시,36.98586367,127.2309134,232,천안,25.45,True,0.6,2.2
1039,2020-09-28,인천 부평구,37.49993108,126.7284201,112,인천,9.46,True,2.0,4.8
1040,2020-09-28,강원 횡성군,37.51151278,128.2210525,114,원주,31.01,True,0.7,1.9
1041,2020-09-28,강원 원주시,37.33116722,127.8863957,114,원주,5.37,True,0.7,1.9
1042,2020-09-28,전남 신안군,34.76050009,126.1228548,165,목포,24.45,True,2.7,5.8
1043,2020-09-28,경기 포천시,37.81240078,127.1620354,98,동두천,13.35,True,1.0,3.2
1044,2020-09-28,경기 화성시,37.25888046,126.916714,119,수원,6.25,True,1.1,3.4
1045,2020-09-28,부산 부산진구,35.15831013,129.0680956,159,부산,6.81,True,2.9,4.3
1046,2020-09-28,세종특별자치시 세종시,36.59871723,127.3000564,611,세종연서,3.96,False,,
1047,2020-09-28,경기 연천군,38.02956681,127.0614278,98,동두천,14.2,True,1.0,3.2
1048,2020-09-28,세종특별자치시 세종시,36.50739432,127.2678121,239,세종,3.24,True,0.9,2.1
1049,2020-09-29,전남 순천시,34.94822346,127.510997,174,순천,15.19,True,1.0,3.6
1050,2020-09-29,인천 부평구,37.47035091,126.7035622,112,인천,6.99,True,2.1,4.0
1051,2020-09-29,서울 서대문구,37.5650378,126.9263156,108,서울,3.55,True,1.9,4.3
1052,2020-09-29,충북 청주시 상당구,36.64060454,127.492259,131,청주,4.6,True,1.0,3.4
1053,2020-09-29,전남 순천시,34.87659238,127.473169,174,순천,18.58,True,1.0,3.6
1054,2020-09-29,전남 순천시,34.86839892,127.4742247,174,순천,19.42,True,1.0,3.6
1055,2020-09-29,전남 순천시,34.85876082,127.4542268,174,순천,19.57,True,1.0,3.6
1056,2020-09-29,전남 순천시,34.86528777,127.450727,174,순천,18.77,True,1.0,3.6
1057,2020-09-29,인천 서구,37.49093133,126.6810916,112,인천,5.17,True,2.1,4.0
1058,2020-09-29,서울 동대문구,37.58784305,127.0632738,108,서울,8.78,True,1.9,4.3
1059,2020-09-29,충북 진천군,36.89162907,127.4520059,232,천안,20.19,True,0.6,2.7
1060,2020-09-29,충남 아산시,36.77471929,127.0494368,232,천안,21.71,True,0.6,2.7
1061,2020-09-29,광주 서구,35.15665961,126.8484153,156,광주,4.32,True,1.1,3.0
1062,2020-09-29,충북 청주시 청원구,36.68173858,127.4986739,131,청주,7.01,True,1.0,3.4
1063,2020-09-29,경기 평택시,37.02705049,127.0843709,119,수원,28.65,True,1.2,3.8
1064,2020-09-29,서울 영등포구,37.53106922,126.8988748,108,서울,7.41,True,1.9,4.3
1065,2020-09-29,경기 이천시,37.21325506,127.3567282,203,이천,12.62,True,0.6,2.0
1066,2020-09-29,부산 기장군,35.27513282,129.2336325,257,양산시,19.71,True,1.3,3.5
1067,2020-09-29,경기 화성시,37.19744122,126.7902836,119,수원,19.17,True,1.2,3.8
1068,2020-09-29,경기 광주시,37.34526649,127.3393372,203,이천,15.68,True,0.6,2.0
1069,2020-09-29,경남 창녕군,35.38568902,128.4772557,263,의령군,18.53,True,0.9,3.3
1070,2020-09-29,전남 광양시,34.97705453,127.5765179,266,광양시,11.12,True,0.7,2.7
1071,2020-09-29,인천 서구,37.52856491,126.6405389,112,인천,5.82,True,2.1,4.0
1072,2020-09-29,경북 안동시,36.54055748,128.795193,136,안동,8.64,True,0.9,2.3
1073,2020-09-29,경기 광명시,37.46713205,126.8699349,108,서울,14.35,True,1.9,4.3
1074,2020-09-29,경기 부천시,37.52920652,126.7974958,108,서울,15.56,True,1.9,4.3
1075,2020-09-29,전남 여수시,34.74055721,127.7230935,168,여수,1.61,True,2.4,5.8
1076,2020-09-29,전남 여수시,34.73802972,127.722427,168,여수,1.67,True,2.4,5.8
1077,2020-09-29,충북 음성군,36.99528519,127.5606313,203,이천,30.64,True,0.6,2.0
1078,2020-09-30,인천 서구,37.52712069,126.6435109,112,인천,5.74,True,2.0,4.5
1079,2020-09-30,경기 고양시 일산동구,37.6882709,126.8234332,108,서울,18.06,True,1.7,4.1
1080,2020-09-30,충남 공주시,36.33596889,127.1778254,239,세종,17.63,True,0.8,2.4
1081,2020-09-30,충남 홍성군,36.62134305,126.7162787,177,홍성,4.77,True,1.0,5.9
1082,2020-09-30,충남 공주시,36.35796594,127.1605764,239,세종,16.01,True,0.8,2.4
1084,2020-09-30,충남 공주시,36.39018449,127.1719078,239,세종,12.4,True,0.8,2.4
1085,2020-09-30,경기 부천시,37.46704751,126.8021638,112,인천,15.69,True,2.0,4.5
1086,2020-09-30,강원 영월군,37.27759769,128.2741099,221,제천,14.93,True,0.7,2.3
1087,2020-09-30,경북 경주시,35.68231148,129.470321,152,울산,16.54,True,2.0,4.7
1088,2020-09-30,강원 영월군,37.2349911,128.2405589,221,제천,9.36,True,0.7,2.3
1089,2020-09-30,경기 광명시,37.48182432,126.8481589,108,서울,14.38,True,1.7,4.1
1090,2020-09-30,충남 아산시,36.85890025,126.8633692,177,홍성,27.31,True,1.0,5.9
1091,2020-09-30,경북 경주시,35.69591779,129.3040028,152,울산,12.92,True,2.0,4.7
1092,2020-09-30,서울 양천구,37.52767998,126.8562679,108,서울,10.81,True,1.7,4.1
1093,2020-09-30,경기 김포시,37.71143063,126.593955,201,강화,13.0,True,1.3,3.1
1094,2020-09-30,경기 평택시,37.09465225,127.0202086,119,수원,19.99,True,0.8,3.5
1095,2020-09-30,충남 천안시 서북구,36.80327247,127.1098469,232,천안,16.91,True,0.5,2.2
1096,2020-09-30,제주특별자치도 제주시,33.47962902,126.5102373,184,제주,4.24,True,2.3,4.4
1097,2020-09-30,전북 완주군,35.83849861,127.0556559,146,전주,5.55,True,1.3,4.3
1098,2020-09-30,제주특별자치도 서귀포시,33.43891736,126.871288,184,제주,32.77,True,2.3,4.4
1099,2020-09-30,울산 북구,35.63278719,129.3468617,152,울산,5.71,True,2.0,4.7
1100,2020-09-30,경기 용인시 기흥구,37.22680444,127.1067243,119,수원,11.88,True,0.8,3.5
1101,2020-09-30,경기 포천시,38.02998894,127.3601485,95,철원,14.0,True,1.9,4.5
1102,2020-09-30,경기 화성시,37.0672895,126.7417086,119,수원,31.39,True,0.8,3.5
1103,2020-09-30,경기 포천시,37.88458777,127.2365538,98,동두천,15.55,True,1.0,2.7
1104,2020-09-30,경기 수원시 영통구,37.2743256,127.0601997,119,수원,6.63,True,0.8,3.5
1105,2020-09-30,경기 양평군,37.49433517,127.527398,202,양평,2.97,True,0.8,2.6
1106,2020-09-30,부산 사하구,35.11375784,128.9616901,159,부산,6.47,True,2.5,4.1
1107,2020-09-30,경기 고양시 덕양구,37.71440804,126.9034524,108,서울,16.82,True,1.7,4.1
1108,2020-09-30,서울 강서구,37.56078653,126.8271309,108,서울,12.28,True,1.7,4.1
1109,2020-09-30,경기 포천시,37.81490055,127.1661738,98,동두천,13.39,True,1.0,2.7
1110,2020-09-30,충북 증평군,36.76770234,127.6029671,131,청주,20.33,True,1.0,2.4
1111,2020-09-30,제주특별자치도 제주시,33.44349308,126.4317454,184,제주,12.01,True,2.3,4.4
1112,2020-09-30,인천 서구,37.59627985,126.6956428,112,인천,14.59,True,2.0,4.5
1113,2020-10-01,인천 부평구,37.4887935,126.7260039,112,인천,9.01,True,2.6,5.2
1114,2020-10-01,경기 의정부시,37.72146631,127.1000441,98,동두천,20.36,True,1.1,4.3
1115,2020-10-01,경남 김해시,35.24488019,128.903303,253,김해시,2.03,True,1.3,3.9
1116,2020-10-01,부산 금정구,35.2451058,129.0862026,257,양산시,9.16,True,1.7,3.8
1117,2020-10-01,전북 임실군,35.69796376,127.2798882,244,임실,9.57,True,0.9,2.8
1118,2020-10-01,충남 당진시,36.85920256,126.6814423,129,서산(농),19.06,True,1.6,5.8
1120,2020-10-01,세종특별자치시 세종시,36.43007064,127.2874234,239,세종,7.24,True,1.1,2.8
1121,2020-10-01,서울 강서구,37.57972874,126.8310744,108,서울,11.91,True,2.1,4.7
1122,2020-10-01,서울 도봉구,37.66025024,127.0277196,108,서울,11.29,True,2.1,4.7
1123,2020-10-01,경기 시흥시,37.3786699,126.8306635,119,수원,18.08,True,1.6,4.7
1124,2020-10-01,경기 화성시,37.09706299,126.703517,119,수원,31.67,True,1.6,4.7
